global_idx,sentence,verb_lemma,verb,recipient,recipient_anim,theme,theme_anim,construction,verb_tag,verb_i,subject,recipient_tag,recipient_pos,recipient_i,theme_tag,theme_pos,theme_i,preposition,preposition_i,token_count,type,verb_type,alternant,recipient_pos_spacy,recipient_length,theme_length,length_difference
6785,"Moreover, supposing that the marsh was not embanked by the Britons, there was ‘sufficient land uncovered by water to be denominated Ruimen’ twice every day, when the tide was low, before the Rhee Wall was made; and the name lends no support to Mr. Robertson’s theory.",lend,lends,mr. robertson ’s theory,i,no support,i,,VBZ,46,the name,IN,,50,NN,NOUN,47,to,49,55,dative,alternating,"Moreover, supposing that the marsh was not embanked by the Britons, there was ‘sufficient land uncovered by water to be denominated Ruimen’ twice every day, when the tide was low, before the Rhee Wall was made; and the name lends mr. robertson ’s theory no support ",ADP,4,2,0.6931471806
6789,The Morini naturally sent ambassadors to Caesar because they wished to deprecate his wrath.,send,sent,caesar,a,ambassadors,a,,VBD,3,the morini,IN,,6,NNS,NOUN,4,to,5,15,dative,alternating,The Morini naturally sent caesar ambassadors because they wished to deprecate his wrath.,ADP,1,1,0
6811,"But if we scrutinize the tables more closely, and give due weight to certain other facts emphasized by our authorities, we shall see that the dogmatism of Airy and Lewin is unjustifiable.",give,give,certain other facts emphasized by our authorities,i,due weight,i,,VBP,10,,IN,,14,NN,NOUN,11,to,13,35,dative,alternating,"But if we scrutinize the tables more closely, and give certain other facts emphasized by our authorities due weight, we shall see that the dogmatism of Airy and Lewin is unjustifiable.",ADP,7,2,1.252762968
6841,"“Yes, ” replied the Princess, “we owe all our present happiness to them and I hope they will come again to visit us soon. ”",owe,owe,them,a,all our present happiness,i,,VBP,10,we,IN,PRON,16,NN,NOUN,11,to,15,30,dative,alternating,"“Yes, ” replied the Princess, “we owe them all our present happiness and I hope they will come again to visit us soon. ”",ADP,1,4,-1.386294361
6887,"She will give it to no one but yourself. """,give,give,no one but yourself,a,it,i,,VB,2,she,IN,,5,PRP,PRON,3,to,4,11,dative,alternating,"She will give no one but yourself it. """,ADP,4,1,1.386294361
6896,"The sweet, cold air, with a bracing wind in his face, gave peace to the nerves but now strained and fevered in the fight with appetite.",give,gave,the nerves,i,peace,i,,VBD,14,"the sweet , cold air ,",IN,,17,NN,NOUN,15,to,16,30,dative,alternating,"The sweet, cold air, with a bracing wind in his face, gave the nerves peace but now strained and fevered in the fight with appetite.",ADP,2,1,0.6931471806
6942,"Death, only Death, thou, the ultimate teacher, Wilt show it to me! """,show,show,me,a,it,i,,VB,12,"thou , the ultimate teacher",IN,PRON,15,PRP,PRON,13,to,14,18,dative,alternating,"Death, only Death, thou, the ultimate teacher, Wilt show me it! """,ADP,1,1,0
6951,"Since then, Ormarr had given all his spare time to the music.",give,given,the music,i,all his spare time,i,,VBN,5,ormarr,IN,,11,NN,NOUN,6,to,10,14,prep,alternating,"Since then, Ormarr had given the music all his spare time.",ADP,2,4,-0.6931471806
6983,"I owe so much to others in connexion with this book that if I were to set down the names and the reasons it would appear, quite properly, that I have done little except collect and theorize about material presented to me; it might also appear that I wish to make others responsible.",owe,owe,others,a,so much,i,,VBP,1,i,IN,,5,JJ,ADJ,2,to,4,57,prep,alternating,"I owe others so much in connexion with this book that if I were to set down the names and the reasons it would appear, quite properly, that I have done little except collect and theorize about material presented to me; it might also appear that I wish to make others responsible.",ADP,1,2,-0.6931471806
7000,But Professor Cattaneo seems to give a needlessly limited significance to the idea of Time.,give,give,the idea of time,i,a needlessly limited significance,i,,VB,5,,IN,,11,NN,NOUN,6,to,10,16,dative,alternating,But Professor Cattaneo seems to give the idea of time a needlessly limited significance.,ADP,4,4,0
7015,"As he passed out of the brilliant and garish day into the solemn mosaiced glory of San Marco and moved to the high altar between Pope and Doge singing a Te Deum, “while all gave thanks to God, rejoicing and exulting and weeping, ” even an emperor and a Barbarossa may well have surrendered his pride.",give,gave,god,a,thanks,i,,VBD,36,all,IN,,39,NNS,NOUN,37,to,38,61,dative,alternating,"As he passed out of the brilliant and garish day into the solemn mosaiced glory of San Marco and moved to the high altar between Pope and Doge singing a Te Deum, “while all gave god thanks, rejoicing and exulting and weeping, ” even an emperor and a Barbarossa may well have surrendered his pride.",ADP,1,1,0
7061,"So he came from the pulpit and went to the altar and knelt down, weeping bitterly, and they sewed the cross for him on a great cotton cap because he desired that the people might see it.",sew,sewed,him,a,the cross,i,,VBD,20,they,IN,PRON,24,NN,NOUN,21,for,23,40,dative,benefactive_alternating,"So he came from the pulpit and went to the altar and knelt down, weeping bitterly, and they sewed him the cross on a great cotton cap because he desired that the people might see it.",ADP,1,2,-0.6931471806
7107,"The poem is not a mere literary monument, --it is a part of the actual religion of the Hindu, and is held in such reverence that the mere reading or hearing of it, or certain passages of it, is believed to free from sin and grant his every desire to the reader or hearer.",grant,grant,the reader or hearer,a,his every desire,i,,VB,49,,IN,,54,NN,NOUN,50,to,53,59,dative,alternating,"The poem is not a mere literary monument, --it is a part of the actual religion of the Hindu, and is held in such reverence that the mere reading or hearing of it, or certain passages of it, is believed to free from sin and grant the reader or hearer his every desire.",ADP,4,3,0.2876820725
7158,"The lotus-eyed Draupadi called to him, and his brothers cried that his presence in hell brought a soothing breeze that gave relief to all the tortured souls.",give,gave,all the tortured souls,b,relief,i,,VBD,21,that,IN,,24,NN,NOUN,22,to,23,29,dative,alternating,"The lotus-eyed Draupadi called to him, and his brothers cried that his presence in hell brought a soothing breeze that gave all the tortured souls relief.",ADP,4,1,1.386294361
7181,"The other chiefs were likewise full of anxiety, and when Nestor offered a reward to any one who would go as a spy to the Trojan camp, Diomed quickly volunteered.",offer,offered,any one who would go as a spy to the trojan camp,a,a reward,i,,VBD,12,nestor,IN,,16,NN,NOUN,13,to,15,33,dative,alternating,"The other chiefs were likewise full of anxiety, and when Nestor offered any one who would go as a spy to the trojan camp a reward, Diomed quickly volunteered.",ADP,12,2,1.791759469
7215,This ever-present state of fear gives coloring to their whole life.,give,gives,their whole life,i,coloring,i,,VBZ,5,this ever-present state of fear,IN,,8,NN,NOUN,6,to,7,12,dative,alternating,This ever-present state of fear gives their whole life coloring.,ADP,3,1,1.098612289
7220,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer it to Diwata, in supplication or thanks for an abundant crop.",offer,offer,diwata,a,it,i,,VBP,23,,IN,,26,PRP,PRON,24,to,25,37,dative,alternating,"[132] Maxey relates that at planting and harvest tune the Mandaya of Cateel carry offerings to the baliti trees and there offer diwata it, in supplication or thanks for an abundant crop.",ADP,1,1,0
7231,"After giving full credit to all these influences, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",give,giving,all these influences,i,full credit,i,,VBG,1,,IN,,5,NN,NOUN,2,to,4,41,dative,alternating,"After giving all these influences full credit, however, it does not appear to the writer that such radical differences exist between the tribes as will justify us in assigning to them different ancestry or places of origin.",ADP,3,2,0.4054651081
7245,"As Cicero says of himself, he is not unaware that some will find it strange that he, who for so many years had defended such a number of people, and had given no offense to anyone, should undertake to accuse Verres.",give,given,anyone,a,no offense,i,,VBN,34,,IN,PRON,38,NN,NOUN,35,to,37,46,dative,alternating,"As Cicero says of himself, he is not unaware that some will find it strange that he, who for so many years had defended such a number of people, and had given anyone no offense, should undertake to accuse Verres.",ADP,1,2,-0.6931471806
7285,"There have been many famous writers of history, but all agree in giving the preference to two, whose perfections, tho different, have received an almost equal degree of praise.",give,giving,"two , whose perfections , tho different , have received an almost equal degree of praise",a,the preference,i,,VBG,13,,IN,,17,NN,NOUN,14,to,16,34,dative,alternating,"There have been many famous writers of history, but all agree in giving two, whose perfections, tho different, have received an almost equal degree of praise the preference.",ADP,13,2,1.871802177
7294,"Pericles was accustomed to wish, with good reason, that no word might ever enter his mind which could give umbrage to the people.",give,give,the people,a,umbrage,i,,VB,20,which,IN,,23,NN,NOUN,21,to,22,26,dative,alternating,"Pericles was accustomed to wish, with good reason, that no word might ever enter his mind which could give the people umbrage.",ADP,2,1,0.6931471806
7320,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give place to a new set of Laws bearing a strong similitude to them.",give,give,a new set of laws bearing a strong similitude to them,i,place,i,,VB,22,,IN,,25,NN,NOUN,23,to,24,37,dative,alternating,"The Natural Laws, as the Law of Continuity might well warn us, do not stop with the visible and then give a new set of laws bearing a strong similitude to them place.",ADP,11,1,2.397895273
7344,"It is the heresy of Spontaneous Generation, a heresy so thoroughly discredited now that scarcely an authority in Europe will lend his name to it.",lend,lend,it,i,his name,i,,VB,21,scarcely an authority in europe,IN,PRON,25,NN,NOUN,22,to,24,27,prep,alternating,"It is the heresy of Spontaneous Generation, a heresy so thoroughly discredited now that scarcely an authority in Europe will lend it his name.",ADP,1,2,-0.6931471806
